Dataset,Method,Accuracy,Accuracy std,F1,F1 std,AUC,AUC std
analcatdata_dmft,RW-NODE,0.18375,0.023082731640774238,0.12434103303447756,0.04431100292142028,0.5505037199224165,0.02323442621679536
pc4,XGBoost,0.9116438356164384,0.023815532398237957,0.6079467831887186,0.1033360982015328,0.95078125,0.02482790642215125
pc4,CatBoost,0.9095890410958903,0.01858172598116514,0.5688827572185715,0.0997565164475411,0.9471354166666668,0.03209388166844017
pc4,LightGBM,0.9095890410958903,0.02161607375076644,0.5787311687745176,0.10872406548203097,0.946875,0.032002419462691396
pc4,RandomForest,0.9041095890410957,0.013351773075080764,0.4481285272698316,0.08907611419446153,0.9424913194444446,0.02089766002144991
pc4,MLP,0.9006849315068493,0.026571458549686067,0.5108887813573721,0.19001495967198045,0.9323784722222221,0.02833559912304727
pc4,RW-MLP,0.9041095890410957,0.025072609887291944,0.5363233162146206,0.13454154090750978,0.9246093749999998,0.03581034288346761
pc4,Linear-MLP,0.8958904109589041,0.020502232256295556,0.4959665684373354,0.1357367773223887,0.923611111111111,0.0316679706267836
pc4,FT-Transformer,0.8931506849315068,0.026207022561245186,0.4972240093871972,0.12635545356661118,0.93125,0.029788474519800802
pc4,RW-FT-Transformer,0.9109589041095891,0.029380288478804396,0.6063102325950623,0.09345933908429417,0.9310763888888889,0.04512920569214928
pc4,RTDL-ResNet,0.9047945205479451,0.02713055112375117,0.5723422567136989,0.12295651713605397,0.9239149305555555,0.030296289227205085
pc4,RW-ResNet,0.9034246575342466,0.03291236651159989,0.5771385095779848,0.13113338357895005,0.9176215277777777,0.042981812688965566
pc4,NODE,0.9116438356164384,0.017177994799978683,0.5276800516152573,0.11705864692010988,0.9142795138888887,0.032485029317366985
pc4,RW-NODE,0.9061643835616439,0.025081963593973362,0.5520900604771573,0.13220254346974397,0.9199652777777777,0.0385992984403198
pc3,XGBoost,0.8968152866242038,0.015549752376730827,0.25682480037723004,0.1302621098387109,0.8245345744680851,0.04521472691652086
pc3,CatBoost,0.8974522292993632,0.01379389033611956,0.23784500777635786,0.07666550304162474,0.8478501773049645,0.049283848696588445
pc3,LightGBM,0.8949044585987261,0.014594190111324326,0.26470889014367277,0.139913493225949,0.8398271276595745,0.05459996645821142
pc3,RandomForest,0.9019108280254777,0.0076433121019108255,0.17449653545628777,0.10197904279566615,0.8607934397163121,0.04054621005777288
pc3,MLP,0.8974522292993632,0.010446636603093454,0.13561454140401508,0.14718408313789458,0.8453235815602836,0.047002795548542094
pc3,RW-MLP,0.8961783439490446,0.006401194663134323,0.11325650728127509,0.10692653964035836,0.8448803191489361,0.05589998156770632
pc3,Linear-MLP,0.8968152866242038,0.007427964197255159,0.05119047619047619,0.12509067006360408,0.8384530141843971,0.051752329243182044
pc3,FT-Transformer,0.889171974522293,0.013421214971786926,0.1041695146958305,0.11398256718536201,0.8396498226950355,0.03986716641840421
pc3,RW-FT-Transformer,0.8942675159235669,0.010349093509090393,0.14603410289774538,0.1114335869451311,0.8511746453900709,0.047058234243556915
pc3,RTDL-ResNet,0.8910828025477707,0.012235269243502257,0.11367714411192671,0.11625542513687527,0.8208554964539007,0.06754219992692356
pc3,RW-ResNet,0.8936305732484076,0.01029012383528886,0.11939610321626741,0.08534845425597362,0.8236923758865249,0.07298347908559098
pc3,NODE,0.8974522292993632,0.0034300412784296196,0.022291021671826623,0.04466795986841222,0.8309175531914892,0.049621880713068355
pc3,RW-NODE,0.8961783439490446,0.005732484076433119,0.017391304347826087,0.05217391304347825,0.8459663120567378,0.05655062557883401
jm1,XGBoost,0.8096,0.006199999999999979,0.25876279434665317,0.030547052437075197,0.7239959325675986,0.00804423448302282
jm1,CatBoost,0.8110999999999999,0.0039357337308308475,0.2305433568531578,0.036945802660347186,0.7197676575170755,0.012343779632150977
jm1,LightGBM,0.8086,0.004317406628984543,0.25027661647750665,0.030888719976393263,0.7225403545573149,0.005954279375483443
jm1,RandomForest,0.8117000000000001,0.0042438190347845505,0.22038467791268285,0.028536992757421165,0.7307708296027219,0.014804105510622625
jm1,MLP,0.8141,0.006139218191268294,0.24355419390534627,0.03789826999894522,0.7060416719961117,0.015336559560591293
jm1,RW-MLP,0.8130000000000001,0.0058480766068853395,0.24818427413101132,0.029995569871177706,0.7067045483615153,0.017300117015887042
jm1,Linear-MLP,0.8108000000000001,0.005381449618829453,0.23209037004571717,0.023697071094745864,0.7075794300478371,0.016524939767541956
jm1,FT-Transformer,0.8089000000000001,0.0032999999999999688,0.1843598364098483,0.03325260734071541,0.7096329717837865,0.017111758201609137
jm1,RW-FT-Transformer,0.8108000000000001,0.004853864439804598,0.21274939353179842,0.059858634059981375,0.7082573354480571,0.016534240052687218
jm1,RTDL-ResNet,0.8106,0.006118823416311303,0.20692110907805886,0.04944658911399982,0.7082650098488144,0.018228961738430582
jm1,RW-ResNet,0.8110999999999999,0.0052999999999999645,0.19118254974735804,0.03731341760631956,0.70686155381034,0.018174835232485694
jm1,NODE,0.8104000000000001,0.004199999999999959,0.1700413894330569,0.026395770322913698,0.7072730935509453,0.01890460165188973
jm1,RW-NODE,0.8114000000000001,0.003039736830714096,0.17429223258477922,0.035629243731967054,0.7091923332736435,0.018529924937388958
kc2,XGBoost,0.8415094339622641,0.04480883806429402,0.5340561631351104,0.18494116467324884,0.8017316017316016,0.10818484099374985
kc2,CatBoost,0.8320754716981134,0.05432520773165274,0.5213763798980517,0.1835767285608505,0.8346320346320347,0.1008734645844686
kc2,LightGBM,0.8226415094339623,0.04861924047820803,0.4878137639495158,0.18177298721632754,0.7950216450216451,0.11164320878630359
kc2,RandomForest,0.8471698113207549,0.054976612393711204,0.5499443461595164,0.19757402151397924,0.8255411255411256,0.10058975100828312
kc2,MLP,0.8528301886792453,0.03458547694306294,0.5645923632610939,0.12460655011978525,0.8478354978354978,0.10263621017013312
kc2,RW-MLP,0.8528301886792453,0.05118739609905862,0.5750784939175032,0.17137774672685732,0.8482683982683982,0.0963711622363118
kc2,Linear-MLP,0.8490566037735849,0.037735849056603765,0.5249803767073924,0.1591303972121789,0.8471861471861472,0.09591431517453487
kc2,FT-Transformer,0.8490566037735849,0.036780356018147026,0.5816976604108117,0.14678932446411333,0.8523809523809524,0.09375593032972714
kc2,RW-FT-Transformer,0.8547169811320755,0.03584905660377358,0.6065712766765399,0.13181508750458143,0.8558441558441559,0.09478418988878799
kc2,RTDL-ResNet,0.8415094339622641,0.040642753261392474,0.5494457735247209,0.1347836789116517,0.8344155844155845,0.09766678937383967
kc2,RW-ResNet,0.8377358490566038,0.04934602577593214,0.5207464312956305,0.17477401309581506,0.8491341991341992,0.10571460480503234
kc2,NODE,0.8584905660377359,0.03702154126480864,0.5535998083443905,0.1530581850323516,0.8487012987012987,0.09040884836160426
kc2,RW-NODE,0.8433962264150944,0.052049487638240445,0.5457911825017088,0.19260699672470125,0.8476190476190476,0.10136458618877153
kc3,XGBoost,0.848341232227488,0.009478672985781977,0.33467270733087523,0.04952572439348571,0.7816053796390875,0.03270733467024467
kc3,CatBoost,0.8530805687203792,0.005191683009527624,0.31224759511918265,0.047199214413880315,0.7955056179775281,0.025964996992426825
kc3,LightGBM,0.8483412322274881,0.012358677545407856,0.3075004231157635,0.034660455038331865,0.7807711950970377,0.029066758621806514
kc3,RandomForest,0.85260663507109,0.013480059387040657,0.30356051799645617,0.06570617253074537,0.8026302349336059,0.03060871387784111
kc3,MLP,0.8507109004739336,0.013108357048283732,0.27251858252710026,0.09431912019516413,0.77971569628873,0.031587928825335405
kc3,RW-MLP,0.8492890995260662,0.01465367282818986,0.2612222719142404,0.10124456403258082,0.7758341845420496,0.025015002508142252
kc3,Linear-MLP,0.8483412322274881,0.01405914405136618,0.26843213496073576,0.08578305204148665,0.77402962206333,0.028726372273321234
kc3,FT-Transformer,0.8459715639810426,0.01222160849121103,0.2660997324637827,0.12732252823144774,0.7762427647259107,0.03417577131284229
kc3,RW-FT-Transformer,0.8440758293838864,0.014445261283533812,0.23834138089292,0.10528652797333969,0.7757660878447397,0.026545078591184094
kc3,RTDL-ResNet,0.848341232227488,0.011215317124359456,0.3067332761421179,0.05527806271182646,0.7782686414708887,0.035833388847781415
kc3,RW-ResNet,0.8488151658767773,0.012073686448205686,0.24942656607815458,0.07203516719005557,0.7690755873340143,0.03574435003308435
kc3,NODE,0.8511848341232227,0.011053937241412898,0.23607860189255536,0.06327868168909753,0.7773833844058563,0.03239515299562609
kc3,RW-NODE,0.8488151658767773,0.012258310100831806,0.2701578653494868,0.07623254689312291,0.774591419816139,0.03808733282532848
pc1,XGBoost,0.9306306306306306,0.01398574296960361,0.31147186147186146,0.19314455726120058,0.8370752427184467,0.04634130982376831
pc1,CatBoost,0.9297297297297297,0.013839902248411882,0.27580419580419585,0.18047573257480665,0.858373786407767,0.05902426565642741
pc1,LightGBM,0.9324324324324325,0.014101329587836503,0.3127272727272727,0.1859914983690511,0.8233009708737864,0.05658372973008088
pc1,RandomForest,0.9333333333333333,0.010032007860954983,0.25935508935508933,0.15926018130003944,0.852609223300971,0.06621891816727617
pc1,MLP,0.927027027027027,0.007483444921547783,0.14929292929292928,0.17449786575352563,0.85,0.06060298559899596
pc1,RW-MLP,0.927927927927928,0.012086853932431271,0.17818181818181816,0.1755456751180378,0.8433252427184467,0.053686061366350714
pc1,Linear-MLP,0.9225225225225225,0.00825689314406455,0.10615384615384615,0.11209674604274998,0.8311893203883495,0.0577208247446252
pc1,FT-Transformer,0.9297297297297297,0.011951801046325752,0.24975912975912973,0.181793446274971,0.8025485436893204,0.06799648007557116
pc1,RW-FT-Transformer,0.9306306306306308,0.011431150937341903,0.2379120879120879,0.19626093669169759,0.8362864077669903,0.05839308463272747
pc1,RTDL-ResNet,0.9198198198198199,0.00849908210095187,0.07121212121212121,0.11931277044006078,0.8228155339805825,0.07355660513327915
pc1,RW-ResNet,0.9270270270270272,0.006306306306306277,0.1596248196248196,0.1495140833610409,0.841019417475728,0.07884474402927892
pc1,NODE,0.9288288288288289,0.004851499826247288,0.06444444444444444,0.0986075899214835,0.8264563106796118,0.06461794608733963
pc1,RW-NODE,0.9324324324324325,0.009231487176540182,0.15,0.19621416870348585,0.8099514563106796,0.08386695059448125
bank-marketing,XGBoost,0.9025000000000001,0.0049648766349225685,0.5289564727772852,0.036477994739916524,0.9222755008979024,0.008239542298954705
bank-marketing,CatBoost,0.8998000000000002,0.007318469785412801,0.4818667717206743,0.047682814215059044,0.9197453906110438,0.011572792628793838
bank-marketing,LightGBM,0.9015000000000001,0.0038794329482541687,0.5263135827789899,0.029038980590545188,0.9210945947216501,0.01006054441580055
bank-marketing,RandomForest,0.9017000000000002,0.004960846701924989,0.46329292703678726,0.03973619555128482,0.919732227644111,0.011377855480492145
bank-marketing,MLP,0.8955,0.00588642506110458,0.4811503537553059,0.04401169000904029,0.8988886695061067,0.015727561124563784
bank-marketing,RW-MLP,0.8975,0.0056258332716140865,0.4788280379311667,0.02990461375775798,0.8972827875403115,0.014254975541315062
bank-marketing,Linear-MLP,0.8920000000000001,0.0073212020870892566,0.4516432725452744,0.04147824747676244,0.8914299683148583,0.014190946698270987
bank-marketing,FT-Transformer,0.8993,0.006694027188471831,0.5128962628821647,0.038853962406675005,0.9087655957652855,0.007871409303918832
bank-marketing,RW-FT-Transformer,0.898,0.006465291950097851,0.4848889883480407,0.04338232524207963,0.9011461183350725,0.013389187587726666
bank-marketing,RTDL-ResNet,0.8961,0.0072034713853808075,0.4640465899444905,0.047846461310712365,0.8951127784202558,0.016070408515112867
bank-marketing,RW-ResNet,0.8964999999999999,0.00642261628933257,0.4658188027398006,0.05086151243232536,0.8965513026636204,0.01317584895352515
bank-marketing,NODE,0.899,0.007771743691090185,0.48028656108818035,0.036913142083984565,0.8999257232580223,0.015312611218531764
bank-marketing,RW-NODE,0.8952,0.008231646250902678,0.4431119167934381,0.060796480204146394,0.8933357778843352,0.018442734198450435
blood-transfusion,XGBoost,0.7826666666666666,0.026025628394590845,0.44351890240328384,0.07739768355424424,0.6998538011695907,0.04707483784461594
blood-transfusion,CatBoost,0.796,0.02800000000000001,0.45931445614287664,0.06671925514789798,0.7292397660818712,0.04803258934441522
blood-transfusion,LightGBM,0.7706666666666667,0.02133333333333333,0.418086633522739,0.07604836400429535,0.7067738791423003,0.044384476360215176
blood-transfusion,RandomForest,0.7586666666666667,0.029484459183327965,0.39483670309057994,0.08775322453466573,0.6831871345029239,0.039759900190320094
blood-transfusion,MLP,0.7933333333333333,0.018135294011647266,0.4334619872880743,0.09735451248200289,0.7484405458089669,0.05694952708238767
blood-transfusion,RW-MLP,0.7906666666666666,0.02069889959501337,0.42632711616219865,0.10736326612007496,0.7478557504873294,0.057212641673980595
blood-transfusion,Linear-MLP,0.78,0.01813529401164726,0.35671830229672274,0.11210279766561618,0.7361598440545809,0.0587179189267899
blood-transfusion,FT-Transformer,0.7906666666666667,0.023888630489558558,0.44078738615028945,0.16475052000113327,0.7339181286549707,0.059409435748031134
blood-transfusion,RW-FT-Transformer,0.788,0.030081371127142615,0.42719878687620627,0.1706661752342048,0.7360623781676413,0.0656247305614124
blood-transfusion,RTDL-ResNet,0.7906666666666666,0.021540659228538015,0.44164209104239094,0.09300673815823086,0.7359649122807019,0.053183607789082904
blood-transfusion,RW-ResNet,0.7906666666666666,0.014666666666666684,0.4226201761461229,0.07251942713985449,0.7366471734892788,0.053327825656359296
blood-transfusion,NODE,0.7693333333333333,0.013399834161494524,0.2607327310370789,0.07049820769987399,0.7382066276803119,0.05586623570877554
blood-transfusion,RW-NODE,0.7666666666666666,0.01605545943838972,0.2519934123847167,0.061373416635709034,0.7261208576998051,0.05731375383482416
ilpd,XGBoost,0.6949152542372881,0.05920084473414569,0.3981872806593902,0.11444417102335058,0.7329131652661064,0.06542295503575485
ilpd,CatBoost,0.711864406779661,0.0415167753014098,0.32801158583767276,0.11602223305440913,0.7450980392156863,0.042972328321161664
ilpd,LightGBM,0.7084745762711864,0.03774755500223745,0.43718721356096213,0.0630513878846276,0.7434173669467787,0.053349396164076364
ilpd,RandomForest,0.7152542372881355,0.045981898190679785,0.37218911245897746,0.12160675366660322,0.7642857142857143,0.05434841421331428
ilpd,MLP,0.7033898305084745,0.03808848314278682,0.2842512533957134,0.1693661808338442,0.7340336134453782,0.06082189778946432
ilpd,RW-MLP,0.7203389830508474,0.030555519283593114,0.30511219054697314,0.13582675016892984,0.734733893557423,0.05886086583533461
ilpd,Linear-MLP,0.7101694915254237,0.019250536765424646,0.23674293942772207,0.17379494948021396,0.7130252100840336,0.10169928682696697
ilpd,FT-Transformer,0.6932203389830508,0.03510561894442029,0.262180261793165,0.176601809213368,0.7351540616246499,0.05524122723378009
ilpd,RW-FT-Transformer,0.6915254237288135,0.03372838769852949,0.32723251803459596,0.12904123361392314,0.750140056022409,0.037888713543777965
ilpd,RTDL-ResNet,0.7,0.0448752620165211,0.3855329787181532,0.12107138472457409,0.7387955182072828,0.04988531284238675
ilpd,RW-ResNet,0.7118644067796611,0.03215875586611912,0.39826764384485525,0.11295203127629837,0.7330532212885154,0.048549971190786
ilpd,NODE,0.711864406779661,0.023969721396154154,0.18974144187874167,0.0922078963342263,0.7484593837535014,0.06127094827584635
ilpd,RW-NODE,0.7033898305084745,0.028613462739210394,0.12900457665903892,0.1321332042862567,0.7561624649859944,0.06040117927853889
qsar-biodeg,XGBoost,0.8622641509433961,0.02929089565332079,0.7843860239413643,0.05036757984937607,0.9267857142857142,0.02258856899477132
qsar-biodeg,CatBoost,0.8726415094339623,0.025048901976135376,0.80352104439734,0.04285455508706295,0.9330158730158731,0.02150251791404883
qsar-biodeg,LightGBM,0.8716981132075473,0.030482064946044354,0.8020234990693323,0.048689856654065264,0.9287698412698413,0.023069348113316786
qsar-biodeg,RandomForest,0.8660377358490567,0.026616482980501663,0.787254752095558,0.04912934415955072,0.9317063492063493,0.019406709416342822
qsar-biodeg,MLP,0.8688679245283017,0.02511986218055537,0.8012037779881741,0.041444220522342805,0.9206349206349206,0.023298078322358258
qsar-biodeg,RW-MLP,0.869811320754717,0.028862374605242172,0.8005060240677668,0.051241216179905506,0.9204761904761906,0.02300848266679856
qsar-biodeg,Linear-MLP,0.881132075471698,0.01942571724714528,0.8216561754314006,0.03372376394918985,0.9223412698412699,0.022416279953504592
qsar-biodeg,FT-Transformer,0.8603773584905661,0.019698691526246315,0.7865754888779997,0.028978483782014845,0.9225,0.012793604021341096
qsar-biodeg,RW-FT-Transformer,0.8650943396226415,0.04241088074148871,0.8048888742922609,0.0525848882276273,0.9226190476190477,0.02444328486220962
qsar-biodeg,RTDL-ResNet,0.868867924528302,0.021698113207547165,0.804339980426502,0.0385940470745915,0.9232142857142858,0.02335225585170666
qsar-biodeg,RW-ResNet,0.8669811320754718,0.02683294840250545,0.7990345379726973,0.04433883112943019,0.9173809523809524,0.025490773653347756
qsar-biodeg,NODE,0.8641509433962264,0.022003592056019997,0.7952523308172694,0.036312068988934666,0.9218253968253969,0.01918272192254719
qsar-biodeg,RW-NODE,0.869811320754717,0.021010431557849134,0.8102323975228772,0.03440994444898778,0.9192063492063494,0.025911938781738662
wdbc,XGBoost,0.9631578947368421,0.021415009852164383,0.9488490569744116,0.029936422000355536,0.9937830687830687,0.011051901955187458
wdbc,CatBoost,0.968421052631579,0.01889531511275264,0.955342157369951,0.027335151826241275,0.9917989417989418,0.01295756285318355
wdbc,LightGBM,0.968421052631579,0.020459480332790523,0.9561415612181353,0.028858555163949282,0.9935185185185185,0.011446958802285682
wdbc,RandomForest,0.9736842105263157,0.01797710660694667,0.9639675336952704,0.024091142140833875,0.9942460317460318,0.006076383264943591
wdbc,MLP,0.9789473684210526,0.017189401703741614,0.9703215672586065,0.025364101536526292,0.9929894179894179,0.011425539721339641
wdbc,RW-MLP,0.9807017543859649,0.016550844091327382,0.9733576784342525,0.02340555714635257,0.9929232804232804,0.010729992080460807
wdbc,Linear-MLP,0.9771929824561403,0.024872713822382157,0.9674117544395481,0.03597913689546233,0.9910052910052908,0.011709151310227919
wdbc,FT-Transformer,0.9719298245614034,0.023797649063597437,0.9611559758071386,0.03293635392992065,0.9935185185185184,0.009764198695217243
wdbc,RW-FT-Transformer,0.9771929824561403,0.022260662351665825,0.9689175647570429,0.030823123274023503,0.9943121693121693,0.011115047173833716
wdbc,RTDL-ResNet,0.9754385964912281,0.021052631578947382,0.9650946812688164,0.03038924748301003,0.9929894179894181,0.010416194244767252
wdbc,RW-ResNet,0.9719298245614034,0.021052631578947364,0.9601704859907088,0.03145583718562571,0.9948412698412697,0.008396085223575845
wdbc,NODE,0.9859649122807017,0.013128622409733132,0.9808223266618047,0.018185501904039295,0.9936507936507937,0.012177935752893039
wdbc,RW-NODE,0.9701754385964912,0.02608082236371667,0.9579816387252874,0.03794163241612382,0.9924603174603174,0.012852487889445749
cylinder-bands,XGBoost,0.7552631578947369,0.05890270864631417,0.8140235418365143,0.04530799737297802,0.8366071428571429,0.029685914893833088
cylinder-bands,CatBoost,0.7947368421052631,0.04371907296272673,0.8446928734128367,0.03435142240772003,0.8613095238095237,0.029588782194372817
cylinder-bands,LightGBM,0.7578947368421053,0.04042708288351899,0.8099679454866763,0.03709486446680902,0.8157738095238095,0.04514499348220066
cylinder-bands,RandomForest,0.786842105263158,0.038044295512634115,0.8372778958338081,0.03361363423388598,0.8324404761904761,0.03997523503495349
cylinder-bands,MLP,0.7131578947368421,0.08684210526315789,0.7944105020234223,0.061670783333661244,0.7830357142857143,0.07143415156774861
cylinder-bands,RW-MLP,0.7263157894736842,0.06249653730019956,0.7982106909469502,0.04099156580699923,0.7982142857142857,0.06855323832803795
cylinder-bands,Linear-MLP,0.7026315789473684,0.07163503994113789,0.7854321181609207,0.04960322446157703,0.7619047619047619,0.08096113398056808
cylinder-bands,FT-Transformer,0.6842105263157895,0.08486587103472157,0.7581103588108211,0.06904458674794178,0.7494047619047619,0.0933480612772311
cylinder-bands,RW-FT-Transformer,0.6842105263157895,0.0911605688194146,0.7572901192201124,0.07753118725956101,0.7491071428571429,0.0874924073479374
cylinder-bands,RTDL-ResNet,0.7736842105263158,0.062496537300199564,0.8255530262825095,0.05211343456611459,0.8300595238095237,0.06497985580930239
cylinder-bands,RW-ResNet,0.7763157894736842,0.06143482910488817,0.8296052848693984,0.046738371143473297,0.831547619047619,0.06468953852484823
cylinder-bands,NODE,0.6842105263157895,0.06446025638903102,0.7735580324218851,0.04174441152350011,0.7419642857142857,0.06719932297230762
cylinder-bands,RW-NODE,0.7131578947368421,0.07105263157894737,0.772259578687518,0.061035894679579324,0.7523809523809524,0.075864256982642
MiceProtein,XGBoost,0.9464285714285715,0.021128856368212906,0.941891055281148,0.02570306579528143,0.9984835944094094,0.0019080622456701577
MiceProtein,CatBoost,0.9821428571428571,0.01785714285714286,0.9807319666917189,0.02163759627752637,0.9999053450059101,0.0002839649822695134
MiceProtein,LightGBM,0.9767857142857143,0.01394687442126187,0.9743753494527487,0.015455892092263928,0.9998893381013119,0.00017027174588365315
MiceProtein,RandomForest,0.9946428571428572,0.01143415042398723,0.994919641761747,0.011191341536109489,1.0,0.0
MiceProtein,MLP,0.9982142857142857,0.005357142857142872,0.9974789915966387,0.007563025210084039,1.0,0.0
MiceProtein,RW-MLP,0.9946428571428572,0.008183170883849736,0.9938842203548086,0.009638459682960914,1.0,0.0
MiceProtein,Linear-MLP,0.9982142857142857,0.005357142857142872,0.9974789915966387,0.007563025210084039,1.0,0.0
MiceProtein,FT-Transformer,0.9982142857142857,0.005357142857142872,0.9985294117647058,0.004411764705882337,1.0,0.0
MiceProtein,RW-FT-Transformer,1.0,0.0,1.0,0.0,1.0,0.0
MiceProtein,RTDL-ResNet,1.0,0.0,1.0,0.0,1.0,0.0
MiceProtein,RW-ResNet,1.0,0.0,1.0,0.0,1.0,0.0
MiceProtein,NODE,1.0,0.0,1.0,0.0,1.0,0.0
MiceProtein,RW-NODE,0.9982142857142857,0.005357142857142872,0.9975563909774436,0.007330827067669177,0.9999103530187308,0.00026894094380796045
steel-plates-fault,XGBoost,0.8061538461538461,0.021489565989494325,0.8302262187911081,0.02648285286208398,0.9705153292737728,0.0074757379968682135
steel-plates-fault,CatBoost,0.7938461538461539,0.018744273725638017,0.808726506422809,0.028375196081626974,0.9662759878468539,0.00765128116563639
steel-plates-fault,LightGBM,0.8082051282051281,0.021292861017463274,0.8380747465700876,0.028382659690129902,0.9701013416689428,0.007728469062904362
steel-plates-fault,RandomForest,0.782051282051282,0.02647366051105704,0.801691884502333,0.03136383549420638,0.9625946167928945,0.007931470550132456
steel-plates-fault,MLP,0.7589743589743589,0.023388213848187445,0.7775458721654547,0.03492090258906252,0.9577921713629021,0.00950827529535386
steel-plates-fault,RW-MLP,0.7605128205128204,0.02864918507377111,0.7787045582510219,0.03905386584527144,0.9579133275956764,0.010773949813244428
steel-plates-fault,Linear-MLP,0.7574358974358975,0.027620990788708166,0.7833247029395912,0.03334712626407781,0.9551687796368528,0.007598963718130928
steel-plates-fault,FT-Transformer,0.7717948717948717,0.015427291237426984,0.794488226762938,0.027885998092466627,0.9607260483246561,0.006326611711061358
steel-plates-fault,RW-FT-Transformer,0.761025641025641,0.017645795419574624,0.78118153200139,0.029167655467060155,0.9590531317735721,0.009915607356442787
steel-plates-fault,RTDL-ResNet,0.7605128205128204,0.019331360846123857,0.7850955387578561,0.02885741005560329,0.9572426985547988,0.007770766924956367
steel-plates-fault,RW-ResNet,0.7564102564102564,0.02716012856792893,0.7780863638188825,0.04480531738837554,0.9580678046854365,0.0073442274907279895
steel-plates-fault,NODE,0.7625641025641026,0.019999999999999997,0.7838116601019304,0.033296305595947415,0.9575478015879948,0.007612471526079358
steel-plates-fault,RW-NODE,0.7569230769230769,0.021044394388393027,0.7763457328024832,0.032664439245861605,0.9538645044463664,0.010202156205014115
